id,first_name,second_name,web_name,team,team_name,position,price,total_points,minutes,goals_scored,assists,clean_sheets,bonus,bps,form,points_per_game,selected_by_percent,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,yellow_cards,red_cards,saves,penalties_saved,penalties_missed,status,chance_of_playing_next_round,code
510,"Alfie","Whiteman","Whiteman",18,"Spurs","Goalkeeper","3.9",0,0,0,0,0,0,0,"0.0","0.0","1.5","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,175941
609,"Will","Lankshear","Lankshear",18,"Spurs","Forward","4.5",3,10,0,0,0,0,7,"0.0","1.0","1.1","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.02",0,0,0,0,0,"u",0,552427
610,"Mikey","Moore","Moore",18,"Spurs","Midfielder","4.5",14,180,0,2,0,0,37,"0.0","2.0","0.2","9.4","23.4","42.7","30.0","0.20","0.55","0.75","1.96",0,0,0,0,0,"a",100,499721
612,"Wilson","Odobert","Odobert",18,"Spurs","Midfielder","5.3",13,348,0,0,1,0,31,"1.7","1.6","0.0","17.1","22.2","55.7","94.0","0.68","0.17","0.85","6.49",0,0,0,0,0,"a",100,550839
683,"Callum","Olusesi","Olusesi",18,"Spurs","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,499726
684,"Malachi","Hardy","Hardy",18,"Spurs","Defender","4.0",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,611920
689,"Luca","Williams-Barnett","Williams-Barnett",18,"Spurs","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,611917
699,"Alfie","Dorrington","Dorrington",18,"Spurs","Defender","4.0",1,13,0,0,0,0,4,"0.0","1.0","0.0","0.1","1.0","0.2","0.0","0.00","0.00","0.00","0.04",0,0,0,0,0,"u",0,519321
700,"Maeson","King","King",18,"Spurs","Defender","4.0",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,592736
716,"Antonín","Kinsky","Kinsky",18,"Spurs","Goalkeeper","4.2",12,360,0,0,1,0,52,"0.0","3.0","0.2","11.2","102.6","10.1","0.0","0.00","0.01","0.01","7.02",0,0,11,0,0,"a",,485055
717,"Min-Hyeok","Yang","Yang",18,"Spurs","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,623095
729,"Damola","Ajayi","Ajayi",18,"Spurs","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,574799
749,"Ange","Postecoglou","Postecoglou",18,"Spurs","Manager","1.1",40,0,0,0,0,0,0,"3.3","0.0","2.6","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,100041880
760,"Dante","Cassanova","Cassanova",18,"Spurs","Defender","4.0",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,501620
767,"Kevin","Danso","Danso",18,"Spurs","Defender","4.5",11,347,0,0,1,0,64,"1.0","2.8","0.0","16.4","91.4","19.7","53.0","0.33","0.06","0.39","6.71",0,0,0,0,0,"i",0,135720
768,"Mathys","Tel","Tel",18,"Spurs","Midfielder","6.0",10,304,0,0,2,0,25,"1.7","2.5","0.2","16.3","25.4","43.3","98.0","0.78","0.11","0.89","5.23",0,0,0,0,0,"a",,511499
123,"Evan","Ferguson","Ferguson",19,"West Ham","Forward","5.5",25,326,1,0,1,2,91,"1.0","1.4","0.3","23.7","76.8","64.3","99.0","0.82","0.66","1.48","5.79",0,0,0,0,0,"a",100,487117
388,"Aaron","Wan-Bissaka","Wan-Bissaka",19,"West Ham","Defender","4.5",88,2434,2,3,5,10,352,"3.7","3.1","6.6","112.7","591.4","394.9","140.0","1.00","2.04","3.04","44.76",1,0,0,0,0,"a",,214590
511,"Edson","Álvarez Velázquez","Álvarez",19,"West Ham","Midfielder","5.0",35,1534,0,1,3,0,190,"1.7","1.5","0.1","48.7","246.4","190.9","49.0","0.31","0.79","1.10","25.57",6,1,0,0,0,"a",100,213999
512,"Michail","Antonio","Antonio",19,"West Ham","Forward","5.3",42,834,1,4,4,3,111,"0.0","3.0","0.8","39.5","72.0","139.5","194.0","2.20","0.91","3.11","17.83",1,0,0,0,0,"i",0,57531
513,"Alphonse","Areola","Areola",19,"West Ham","Goalkeeper","4.2",45,1539,0,0,3,0,178,"4.0","2.5","4.5","42.7","425.6","0.0","0.0","0.00","0.00","0.00","25.74",0,0,55,0,0,"a",100,84182
514,"Jarrod","Bowen","Bowen",19,"West Ham","Midfielder","7.6",125,2187,7,8,6,12,464,"4.3","5.0","10.0","199.5","591.6","612.7","794.0","6.32","4.96","11.28","39.98",1,0,0,0,0,"a",100,178186
516,"Vladimír","Coufal","Coufal",19,"West Ham","Defender","4.1",18,729,0,0,1,1,58,"0.0","1.2","0.4","28.7","151.0","104.5","35.0","0.27","0.80","1.06","14.20",2,0,0,0,0,"a",100,164555
517,"Aaron","Cresswell","Cresswell",19,"West Ham","Defender","3.9",26,538,0,0,2,3,96,"3.7","2.0","2.1","21.6","97.2","114.1","5.0","0.11","1.22","1.33","8.07",2,0,0,0,0,"a",100,55459
519,"George","Earthy","Earthy",19,"West Ham","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,490885
520,"Emerson","Palmieri dos Santos","Emerson",19,"West Ham","Defender","4.4",61,1789,2,1,4,2,176,"1.0","2.4","0.6","83.3","381.8","295.1","156.0","1.60","2.11","3.71","33.55",5,0,0,0,0,"a",100,109533
521,"Łukasz","Fabiański","Fabianski",19,"West Ham","Goalkeeper","4.0",36,1070,0,0,2,2,132,"0.0","2.8","14.5","36.1","362.2","0.3","0.0","0.00","0.00","0.00","21.99",2,0,47,0,0,"a",100,37096
522,"Wes","Foderingham","Foderingham",19,"West Ham","Goalkeeper","4.3",0,0,0,0,0,0,0,"0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,82143
523,"Danny","Ings","Ings",19,"West Ham","Forward","4.9",32,270,1,3,0,4,110,"0.3","2.1","1.2","33.4","97.0","76.5","159.0","2.25","0.06","2.31","4.89",0,0,0,0,0,"a",100,84939
524,"Max","Kilman","Kilman",19,"West Ham","Defender","4.3",66,2538,0,1,5,5,294,"3.3","2.3","1.3","94.1","629.4","172.2","136.0","1.45","0.86","2.31","46.88",3,0,0,0,0,"a",100,214048
525,"Mohammed","Kudus","Kudus",19,"West Ham","Midfielder","6.2",74,1995,3,2,5,4,260,"3.3","3.1","2.5","132.3","324.2","413.9","586.0","5.92","2.05","7.97","34.26",0,1,0,0,0,"a",100,460842
526,"Luis Guilherme","Lira dos Santos","L.Guilherme",19,"West Ham","Midfielder","4.6",7,50,0,0,0,0,26,"0.0","1.0","0.0","5.4","14.2","34.6","6.0","0.03","0.12","0.15","1.35",0,0,0,0,0,"a",,577114
527,"Lucas","Tolentino Coelho de Lima","L.Paquetá",19,"West Ham","Midfielder","5.7",69,1803,4,1,4,5,287,"1.0","2.8","0.9","101.6","339.8","444.3","235.0","5.04","2.23","7.27","34.65",7,0,0,0,0,"a",100,224024
528,"Konstantinos","Mavropanos","Mavropanos",19,"West Ham","Defender","4.3",37,1656,0,0,2,4,197,"1.3","1.5","0.1","61.6","402.8","62.2","150.0","1.26","0.38","1.64","31.33",2,1,0,0,0,"a",100,233963
529,"Nayef","Aguerd","N.Aguerd",19,"West Ham","Defender","4.4",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,210494
530,"Tomáš","Souček","Souček",19,"West Ham","Midfielder","4.9",101,2081,7,2,6,13,354,"7.3","3.7","1.6","122.8","519.8","218.4","495.0","4.77","1.22","5.99","35.78",8,0,0,0,0,"a",100,215439
531,"James","Ward-Prowse","Ward-Prowse",19,"West Ham","Midfielder","6.1",25,810,0,1,3,0,137,"2.3","1.7","0.5","37.8","140.6","188.7","48.0","0.39","1.45","1.84","9.82",1,1,0,0,0,"a",100,101178
532,"Kurt","Zouma","Zouma",19,"West Ham","Defender","4.4",0,0,0,0,0,0,0,"0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,103192
576,"Andy","Irving","Irving",19,"West Ham","Midfielder","4.7",9,161,0,0,0,0,38,"0.3","0.9","0.0","8.1","37.6","26.5","17.0","0.13","0.12","0.25","4.48",2,0,0,0,0,"a",,229384
587,"Crysencio","Summerville","Summerville",19,"West Ham","Midfielder","5.5",33,776,1,1,2,2,129,"0.0","1.7","0.3","58.7","156.4","246.1","186.0","1.61","1.71","3.32","17.58",2,0,0,0,0,"i",0,450070
588,"Guido","Rodríguez","G.Rodríguez",19,"West Ham","Midfielder","4.8",29,1016,0,0,3,0,165,"0.3","1.4","0.1","25.5","168.6","62.1","23.0","0.22","0.12","0.34","18.36",5,0,0,0,0,"a",100,197024
589,"Niclas","Füllkrug","Füllkrug",19,"West Ham","Forward","6.7",22,366,2,1,1,1,88,"0.0","2.4","0.8","29.4","99.0","84.8","113.0","1.38","0.29","1.67","7.37",1,0,0,0,0,"d",50,91889
591,"Jean-Clair","Todibo","Todibo",19,"West Ham","Defender","4.2",38,1143,0,0,4,1,164,"3.0","2.0","0.3","29.6","239.2","31.3","26.0","0.15","0.04","0.19","19.20",2,0,0,0,0,"a",100,462116
643,"Kaelan","Casey","Casey",19,"West Ham","Defender","4.0",1,1,0,0,0,0,3,"0.0","1.0","0.2","0.2","2.0","0.0","0.0","0.00","0.00","0.00","0.09",0,0,0,0,0,"a",100,518438
654,"Carlos","Soler","C.Soler",19,"West Ham","Midfielder","5.0",39,1088,1,1,2,2,174,"1.0","1.6","0.0","46.5","131.2","209.1","125.0","1.21","1.21","2.42","22.76",5,0,0,0,0,"a",100,224860
677,"Ollie","Scarles","Scarles",19,"West Ham","Defender","4.0",22,401,0,0,2,2,84,"2.7","2.2","0.2","12.4","71.2","36.2","16.0","0.11","0.14","0.25","6.21",1,0,0,0,0,"a",,536109
686,"Ezra","Mayers","Mayers",19,"West Ham","Defender","4.0",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,602903
701,"Lewis","Orford","Orford",19,"West Ham","Midfielder","4.5",2,47,0,0,0,0,13,"0.0","1.0","0.0","4.0","6.4","27.6","6.0","0.03","0.04","0.07","1.23",0,0,0,0,0,"a",,518442
750,"Graham","Potter","Potter",19,"West Ham","Manager","0.5",43,0,0,0,0,0,0,"4.7","0.0","3.4","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,100046435
204,"Sam","Johnstone","Johnstone",20,"Wolves","Goalkeeper","4.2",12,630,0,0,0,0,42,"0.0","1.7","0.3","20.4","193.8","10.0","0.0","0.00","0.00","0.00","12.98",0,0,23,0,0,"a",100,101982
533,"Rayan","Aït-Nouri","Aït-Nouri",20,"Wolves","Defender","4.8",80,2384,3,5,4,6,280,"1.7","2.9","9.5","125.1","574.6","392.9","282.0","1.92","1.82","3.74","43.60",4,1,0,0,0,"a",100,448514
534,"Boubacar","Traoré","B.Traore",20,"Wolves","Midfielder","4.8",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",100,476502
535,"Jean-Ricner","Bellegarde","Bellegarde",20,"Wolves","Midfielder","4.9",74,1278,2,6,5,5,250,"6.0","2.7","0.4","79.6","297.4","331.5","173.0","1.13","2.44","3.57","20.66",3,0,0,0,0,"a",,231057
536,"Daniel","Bentley","Bentley",20,"Wolves","Goalkeeper","3.9",0,0,0,0,0,0,0,"0.0","0.0","1.6","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,79602
537,"Francisco Jorge","Tomás Oliveira","Chiquinho",20,"Wolves","Midfielder","4.5",1,6,0,0,0,0,4,"0.0","1.0","0.1","1.9","3.0","14.3","2.0","0.00","0.05","0.05","0.00",0,0,0,0,0,"u",0,510363
538,"Tawanda","Chirewa","Chirewa",20,"Wolves","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,497606
539,"Leon","Chiwome","Chiwome",20,"Wolves","Forward","4.5",0,0,0,0,0,0,0,"0.0","0.0","1.3","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"i",0,589507
540,"Luke","Cundle","Cundle",20,"Wolves","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,245923
541,"Matheus","Santos Carneiro Da Cunha","Cunha",20,"Wolves","Forward","6.9",143,2143,13,4,5,33,679,"0.7","5.5","7.2","217.3","776.0","661.2","735.0","6.82","4.45","11.27","37.62",3,0,0,0,0,"s",0,430871
542,"Craig","Dawson","Dawson",20,"Wolves","Defender","4.3",17,969,0,1,1,1,57,"0.0","1.1","0.1","29.1","204.2","31.3","55.0","0.50","0.07","0.57","18.56",2,0,0,0,0,"a",100,60232
543,"Matt","Doherty","Doherty",20,"Wolves","Defender","4.3",53,1607,2,1,4,2,216,"1.7","2.4","0.4","69.1","416.8","148.6","125.0","1.09","0.91","2.00","25.37",5,0,0,0,0,"a",100,87835
544,"Tommy","Doyle","Doyle",20,"Wolves","Midfielder","4.7",28,474,0,1,0,0,128,"1.0","1.2","0.0","25.3","114.6","101.7","34.0","0.55","0.35","0.90","10.16",1,0,0,0,0,"a",,220394
545,"Fábio","Silva","Fábio Silva",20,"Wolves","Forward","5.0",0,0,0,0,0,0,0,"0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,449988
546,"Nathan","Fraser","Fraser",20,"Wolves","Forward","4.5",0,0,0,0,0,0,0,"0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,531363
547,"Enso","González","Gonzalez",20,"Wolves","Midfielder","4.4",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"i",0,593001
548,"Gonçalo Manuel","Ganchinho Guedes","Guedes",20,"Wolves","Midfielder","5.3",55,756,2,4,3,2,172,"0.7","2.3","0.1","52.6","201.0","167.5","160.0","2.18","0.62","2.80","14.97",1,0,0,0,0,"a",100,181284
549,"Hugo","Bueno López","H.Bueno",20,"Wolves","Defender","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,490721
550,"Hwang","Hee-chan","Hee Chan",20,"Wolves","Midfielder","6.1",34,625,2,1,0,0,121,"0.3","1.9","0.3","26.0","109.8","71.4","80.0","0.79","0.35","1.14","11.13",0,0,0,0,0,"a",100,184754
551,"Joe","Hodge","Hodge",20,"Wolves","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,240299
552,"Ki-Jana","Hoever","Hoever",20,"Wolves","Defender","4.0",0,0,0,0,0,0,0,"0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"u",0,441271
553,"João Victor","Gomes da Silva","J.Gomes",20,"Wolves","Midfielder","4.9",70,2249,3,1,3,7,360,"3.7","2.6","0.3","95.4","416.4","354.3","183.0","2.37","2.32","4.69","40.25",7,1,0,0,0,"a",100,448089
554,"José","Malheiro de Sá","José Sá",20,"Wolves","Goalkeeper","4.4",66,1980,0,0,5,3,214,"2.3","3.0","3.2","49.5","475.0","20.0","0.0","0.00","0.01","0.01","33.40",1,0,58,1,0,"a",100,149065
555,"Saša","Kalajdžić","Kalajdžić",20,"Wolves","Forward","4.8",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"i",0,429414
556,"Tom","King","King",20,"Wolves","Goalkeeper","4.0",0,0,0,0,0,0,0,"0.0","0.0","1.3","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,138001
557,"Mario","Lemina","Mario Jr.",20,"Wolves","Midfielder","4.8",47,1363,1,3,1,5,252,"0.0","2.8","0.1","64.4","356.8","166.7","120.0","1.30","0.87","2.17","27.26",4,0,0,0,0,"u",0,151086
558,"Yerson","Mosquera","Mosquera",20,"Wolves","Defender","3.8",3,441,0,0,0,0,24,"0.0","0.6","0.8","16.0","110.2","27.3","21.0","0.33","0.03","0.36","5.63",2,0,0,0,0,"i",0,501837
559,"Nélson","Cabral Semedo","N.Semedo",20,"Wolves","Defender","4.5",59,2148,0,4,5,0,207,"2.7","2.4","0.7","83.9","421.8","297.6","118.0","0.78","1.17","1.95","37.52",7,0,0,0,0,"a",100,200402
561,"Pedro","Cardoso de Lima","Pedro Lima",20,"Wolves","Defender","3.9",2,69,0,0,0,0,9,"0.0","0.7","1.3","6.9","23.4","34.8","11.0","0.06","0.10","0.16","0.77",0,0,0,0,0,"a",,641221
562,"Daniel","Castelo Podence","Podence",20,"Wolves","Midfielder","5.5",2,46,0,0,0,0,9,"0.0","1.0","0.0","0.4","3.0","1.1","1.0","0.04","0.01","0.05","0.70",0,0,0,0,0,"u",0,200600
563,"Rodrigo","Martins Gomes","R.Gomes",20,"Wolves","Midfielder","5.1",28,560,1,0,1,0,125,"0.0","1.6","0.1","34.6","131.6","138.3","80.0","0.37","0.64","1.01","12.22",0,0,0,0,0,"a",100,483081
564,"Santiago","Bueno","S.Bueno",20,"Wolves","Defender","4.3",41,1520,0,0,4,2,137,"0.7","1.9","0.1","37.9","285.4","13.4","80.0","0.45","0.08","0.53","26.22",2,0,0,0,0,"a",100,231480
565,"Pablo","Sarabia","Sarabia",20,"Wolves","Midfielder","5.0",26,557,1,1,1,0,93,"1.0","1.8","0.1","37.7","103.4","141.2","134.0","2.52","0.94","3.46","11.17",2,0,0,0,0,"a",100,88484
566,"Jørgen","Strand Larsen","Strand Larsen",20,"Wolves","Forward","5.3",100,2067,9,2,4,11,384,"5.0","3.7","2.7","127.1","433.8","227.9","612.0","6.43","0.60","7.03","36.94",3,0,0,0,0,"d",75,247412
567,"Toti António","Gomes","Toti",20,"Wolves","Defender","4.3",53,1803,0,1,5,5,249,"1.7","2.4","0.2","54.5","415.2","96.4","33.0","0.07","0.52","0.59","29.68",4,0,0,0,0,"a",100,510362
637,"Bastien","Meupiyou","Meupiyou",20,"Wolves","Defender","3.9",0,0,0,0,0,0,0,"0.0","0.0","0.2","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",100,560248
642,"André","Trindade da Costa Neto","André",20,"Wolves","Midfielder","5.0",44,1747,0,0,4,1,318,"2.0","1.8","0.0","48.0","274.4","183.6","23.0","0.22","0.31","0.53","30.18",4,0,0,0,0,"a",100,509291
655,"Carlos Roberto","Forbs Borges","Forbs",20,"Wolves","Midfielder","5.4",8,235,0,0,0,0,32,"0.0","0.9","0.0","8.3","25.8","24.1","35.0","0.15","0.10","0.25","8.04",2,0,0,0,0,"a",100,463212
664,"Alfie","Pond","Pond",20,"Wolves","Defender","3.9",1,1,0,0,0,0,3,"0.0","1.0","0.8","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,517179
682,"Tom","Edozie","Edozie",20,"Wolves","Midfielder","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,596054
711,"Wes","Okoduwa","Okoduwa",20,"Wolves","Defender","4.0",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,613467
720,"Emmanuel","Agbadou","Agbadou",20,"Wolves","Defender","4.0",13,600,0,0,1,0,80,"1.3","1.9","0.2","19.0","169.6","6.1","14.0","0.03","0.04","0.07","11.15",2,0,0,0,0,"a",100,516939
751,"Vítor Manuel","de Oliveira Lopes Pereira","Pereira",20,"Wolves","Manager","0.8",53,0,0,0,0,0,0,"4.3","0.0","5.1","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,100040854
769,"Nasser","Djiga","Djiga",20,"Wolves","Defender","4.5",2,18,0,0,0,0,5,"0.3","1.0","0.0","0.5","3.6","1.2","0.0","0.00","0.00","0.00","0.06",0,0,0,0,0,"a",,531170
770,"Marshall","Munetsi","Munetsi",20,"Wolves","Midfielder","5.0",20,338,1,1,2,2,58,"4.3","4.0","0.2","22.0","83.2","40.7","96.0","1.93","0.03","1.95","3.89",0,0,0,0,0,"a",100,433312
784,"Mateus","Mané","Mané",20,"Wolves","Forward","4.5",0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00","0.00","0.00","0.00",0,0,0,0,0,"a",,647671
